symbol,release_date,release_time,side,period
LOGM,2017-07-27,post,long,OOS
LOGM,2017-10-26,post,long,OOS
LOGM,2018-10-25,post,long,OOS
LOGM,2019-07-25,post,long,OOS
LOPE,2013-07-30,post,long,IS
LOPE,2013-10-29,post,long,IS
LOPE,2014-02-20,post,long,IS
LOPE,2014-10-29,post,long,IS
LOPE,2015-04-29,post,long,IS
LOPE,2017-02-16,post,long,OOS
LOPE,2017-05-04,post,long,OOS
LOPE,2017-08-01,post,long,OOS
LOPE,2017-11-01,post,long,OOS
LOPE,2018-02-21,post,long,OOS
LOPE,2019-02-20,post,long,OOS
LOPE,2019-08-06,post,long,OOS
LOW,2012-11-19,pre,long,IS
LOW,2013-08-21,pre,long,IS
LOW,2013-11-20,pre,short,IS
LOW,2014-11-19,pre,long,IS
LOW,2015-05-20,pre,short,IS
LOW,2015-11-18,pre,long,IS
LOW,2016-05-18,pre,long,IS
LOW,2016-08-17,pre,short,IS
LOW,2016-11-16,pre,short,IS
LOW,2017-03-01,pre,long,OOS
LOW,2017-05-24,pre,short,OOS
LOW,2017-08-23,pre,short,OOS
LOW,2018-02-28,pre,short,OOS
LOW,2018-08-22,pre,long,OOS
LOW,2019-02-27,pre,long,OOS
LOW,2019-05-22,pre,short,OOS
LOW,2019-08-21,pre,long,OOS
LPI,2014-08-07,pre,short,IS
LPI,2016-05-04,post,long,IS
LPI,2017-05-03,post,short,OOS
LPI,2017-11-01,post,short,OOS
LPI,2018-05-02,post,short,OOS
LPI,2018-08-01,post,short,OOS
LPLA,2013-10-30,pre,long,IS
LPLA,2014-10-30,pre,short,IS
LPLA,2015-02-19,pre,long,IS
LPLA,2016-02-11,post,short,IS
LPLA,2016-07-28,post,long,IS
LPLA,2016-11-02,post,long,IS
LPLA,2017-04-27,post,long,OOS
LPLA,2018-02-01,post,long,OOS
LPLA,2018-05-03,post,long,OOS
LPLA,2019-05-02,post,long,OOS
LPT,2014-07-22,pre,short,IS
LPX,2013-02-08,pre,short,IS
LPX,2013-08-06,pre,long,IS
LPX,2014-02-13,pre,short,IS
LPX,2015-02-11,pre,short,IS
LPX,2015-05-05,pre,long,IS
LPX,2017-02-08,pre,long,OOS
LPX,2017-11-06,pre,short,OOS
LPX,2018-02-13,pre,long,OOS
LPX,2018-08-07,pre,long,OOS
LPX,2019-08-06,pre,short,OOS
LPX,2021-02-16,pre,long,OOS
LQDT,2014-05-08,pre,short,IS
LRCX,2013-10-23,post,long,IS
LRCX,2014-01-29,post,long,IS
LRCX,2014-04-23,post,long,IS
LRCX,2015-04-20,post,long,IS
LRCX,2017-04-18,post,long,OOS
LRCX,2018-01-24,post,long,OOS
LRCX,2018-07-26,post,long,OOS
LRCX,2018-10-16,post,long,OOS
LRCX,2019-01-23,post,long,OOS
LRCX,2019-04-24,post,long,OOS
LSCC,2014-04-24,post,long,IS
LSCC,2019-04-30,post,long,OOS
LSCC,2019-07-30,post,long,OOS
LSI,2016-11-02,post,short,IS
LSI,2017-05-03,post,short,OOS
LSI,2017-08-02,post,short,OOS
LSTR,2013-10-24,pre,short,IS
LSTR,2014-01-30,post,short,IS
LSTR,2014-07-23,pre,long,IS
LSTR,2015-04-23,post,short,IS
LSTR,2016-10-19,post,long,IS
LSTR,2017-10-25,post,long,OOS
LSTR,2018-01-31,post,long,OOS
LSTR,2021-04-21,post,long,OOS
LTHM,2019-05-07,post,short,OOS
LTXB,2018-10-16,post,long,OOS
LTXB,2019-04-23,post,short,OOS
LULU,2014-03-27,pre,long,IS
LULU,2014-09-11,pre,long,IS
LULU,2014-12-11,pre,long,IS
LULU,2015-12-09,pre,short,IS
LULU,2016-03-30,pre,long,IS
LULU,2016-12-07,post,long,IS
LULU,2017-03-29,post,short,OOS
LULU,2017-06-01,post,long,OOS
LULU,2017-08-31,post,long,OOS
LULU,2017-12-06,post,long,OOS
LULU,2018-03-27,post,long,OOS
LULU,2018-05-31,post,long,OOS
LULU,2018-08-30,post,long,OOS
LULU,2019-03-27,post,long,OOS
LULU,2019-06-12,post,long,OOS
LULU,2019-09-05,post,long,OOS
LUV,2015-01-22,pre,long,IS
LUV,2015-10-22,pre,long,IS
LUV,2016-04-21,pre,long,IS
LUV,2016-07-21,pre,short,IS
LUV,2017-01-26,pre,long,OOS
LUV,2017-04-27,pre,short,OOS
LUV,2019-01-24,pre,long,OOS
LVS,2015-04-22,post,short,IS
LVS,2016-04-20,post,short,IS
LVS,2016-11-03,post,long,IS
LVS,2017-01-25,post,short,OOS
LVS,2018-07-25,post,short,OOS
LW,2017-01-10,pre,long,OOS
LW,2017-04-06,pre,long,OOS
LW,2017-07-25,pre,long,OOS
LW,2017-10-04,pre,long,OOS
LW,2018-04-05,pre,long,OOS
LW,2018-10-02,pre,long,OOS
LW,2019-01-04,pre,long,OOS
LW,2019-04-02,pre,long,OOS
LXFT,2016-02-11,post,short,IS
LXP,2017-03-01,pre,short,OOS
LXP,2019-02-27,pre,short,OOS
LXRX,2017-03-03,pre,long,OOS
LYB,2012-10-26,pre,short,IS
LYB,2013-02-01,pre,short,IS
LYB,2013-10-29,pre,short,IS
LYB,2014-07-25,pre,long,IS
LYB,2015-04-24,pre,long,IS
LYB,2015-07-28,pre,long,IS
LYB,2016-04-22,pre,long,IS
LYB,2016-07-29,pre,short,IS
LYB,2017-07-28,pre,long,OOS
LYB,2017-10-27,pre,short,OOS
LYB,2018-08-03,pre,long,OOS
LYB,2020-01-31,pre,short,OOS
LYV,2013-08-06,post,long,IS
LYV,2014-02-24,post,long,IS
LYV,2014-05-06,post,long,IS
LYV,2014-07-31,post,short,IS
LYV,2015-10-29,post,long,IS
LYV,2016-07-28,post,long,IS
LYV,2016-11-07,post,long,IS
LYV,2017-05-04,post,long,OOS
LYV,2017-08-09,post,long,OOS
LYV,2018-05-03,post,long,OOS
LYV,2018-11-01,post,long,OOS
LYV,2019-05-02,post,long,OOS
LZB,2017-06-20,post,long,OOS
LZB,2017-08-22,post,short,OOS
LZB,2018-08-21,post,long,OOS
M,2013-02-26,pre,long,IS
M,2013-05-15,pre,long,IS
M,2013-08-14,pre,short,IS
M,2013-11-13,pre,long,IS
M,2014-08-13,pre,short,IS
M,2015-05-13,pre,short,IS
M,2016-08-11,pre,long,IS
M,2017-05-11,pre,short,OOS
M,2018-02-27,pre,long,OOS
M,2018-05-16,pre,long,OOS
M,2019-08-14,pre,short,OOS
MA,2013-01-31,pre,long,IS
MA,2013-07-31,pre,long,IS
MA,2014-05-01,pre,long,IS
MA,2014-10-30,pre,long,IS
MA,2015-01-30,pre,long,IS
MA,2016-10-28,pre,long,IS
MA,2017-05-02,pre,long,OOS
MA,2017-10-31,pre,long,OOS
MA,2018-02-01,pre,long,OOS
MA,2018-05-02,pre,long,OOS
MA,2019-01-31,pre,long,OOS
MA,2019-04-30,pre,long,OOS
MAA,2014-07-30,post,short,IS
MAA,2015-07-29,post,long,IS
MAA,2017-04-26,post,short,OOS
MAA,2017-10-25,post,short,OOS
MAA,2018-05-02,post,short,OOS
MAC,2013-10-28,post,short,IS
MAC,2017-02-06,post,short,OOS
MAC,2019-02-07,pre,short,OOS
MACK,2016-08-04,post,short,IS
MAN,2012-10-19,pre,long,IS
MAN,2013-01-30,pre,long,IS
MAN,2013-04-19,pre,long,IS
MAN,2013-07-19,pre,long,IS
MAN,2013-10-21,pre,long,IS
MAN,2014-04-23,pre,long,IS
MAN,2015-04-21,pre,long,IS
MAN,2016-02-03,pre,long,IS
MAN,2016-10-21,pre,long,IS
MAN,2017-04-21,pre,short,OOS
MAN,2019-01-31,pre,long,OOS
MAN,2021-04-20,pre,long,OOS
MANH,2014-04-22,post,long,IS
MANH,2014-07-22,post,long,IS
MANH,2014-10-21,post,long,IS
MANH,2015-07-21,post,long,IS
MANH,2015-10-20,post,long,IS
MANH,2016-02-02,post,long,IS
MANH,2016-04-19,post,long,IS
MANH,2016-07-19,post,long,IS
MANH,2018-04-24,post,long,OOS
MANH,2019-02-05,post,long,OOS
MANH,2019-04-23,post,long,OOS
MANH,2019-07-23,post,long,OOS
MAR,2014-10-28,post,long,IS
MAR,2015-02-18,post,long,IS
MAR,2017-05-08,post,long,OOS
MAS,2013-02-11,post,long,IS
MAS,2013-07-29,post,long,IS
MAS,2013-10-28,post,long,IS
MAS,2014-04-24,post,short,IS
MAS,2014-07-28,post,long,IS
MAS,2015-02-09,pre,long,IS
MAS,2015-07-28,pre,long,IS
MAS,2016-02-09,pre,long,IS
MAS,2016-07-26,pre,long,IS
MAS,2016-10-25,pre,short,IS
MAS,2017-02-09,pre,short,OOS
MAS,2017-04-25,pre,long,OOS
MAS,2018-04-24,pre,short,OOS
MAS,2019-02-07,pre,long,OOS
MAS,2019-04-25,pre,short,OOS
MAS,2019-07-25,pre,long,OOS
MASI,2015-05-06,post,long,IS
MASI,2016-05-04,post,long,IS
MASI,2016-08-03,post,long,IS
MASI,2016-11-02,post,long,IS
MASI,2017-10-31,post,long,OOS
MASI,2018-02-27,post,long,OOS
MASI,2019-02-26,post,long,OOS
MAT,2012-10-16,pre,long,IS
MAT,2013-04-17,pre,long,IS
MAT,2013-07-17,pre,short,IS
MAT,2013-10-16,pre,long,IS
MAT,2014-01-31,pre,short,IS
MAT,2014-07-17,pre,short,IS
MAT,2014-10-16,pre,short,IS
MAT,2015-04-16,post,long,IS
MAT,2015-07-16,post,long,IS
MAT,2016-02-01,post,long,IS
MAT,2016-04-20,post,short,IS
MAT,2017-01-25,post,short,OOS
MAT,2017-04-20,post,short,OOS
MAT,2017-07-27,post,short,OOS
MAT,2017-10-26,post,short,OOS
MAT,2018-02-01,post,short,OOS
MAT,2018-07-25,post,short,OOS
MAT,2019-02-07,post,long,OOS
MAT,2019-04-25,post,long,OOS
MAT,2019-07-25,post,long,OOS
MAT,2021-04-22,post,long,OOS
MATX,2015-11-04,post,long,IS
MAXR,2018-07-31,pre,long,OOS
MAXR,2021-05-03,post,short,OOS
MBFI,2017-07-20,post,short,OOS
MBFI,2018-01-25,pre,short,OOS
MC,2017-10-25,post,long,OOS
MC,2018-07-23,post,long,OOS
MC,2018-10-22,post,short,OOS
MC,2019-02-06,post,long,OOS
MCD,2013-04-19,pre,short,IS
MCD,2013-07-22,pre,short,IS
MCD,2014-07-22,pre,short,IS
MCD,2015-04-22,pre,long,IS
MCD,2015-07-23,pre,long,IS
MCD,2015-10-22,pre,long,IS
MCD,2016-01-25,pre,long,IS
MCD,2016-04-22,pre,long,IS
MCD,2016-10-21,pre,long,IS
MCD,2017-04-25,pre,long,OOS
MCD,2017-07-25,pre,long,OOS
MCD,2018-04-30,pre,long,OOS
MCD,2018-10-23,pre,long,OOS
MCHP,2013-02-07,post,long,IS
MCHP,2013-05-02,post,long,IS
MCHP,2013-07-31,post,long,IS
MCHP,2013-10-30,post,long,IS
MCHP,2014-07-31,post,long,IS
MCHP,2016-08-08,post,long,IS
MCHP,2016-11-07,post,long,IS
MCHP,2017-02-07,post,long,OOS
MCHP,2017-05-09,post,long,OOS
MCHP,2019-02-05,post,long,OOS
MCK,2012-10-25,pre,long,IS
MCK,2013-01-31,post,short,IS
MCK,2013-07-25,post,long,IS
MCK,2013-10-24,pre,long,IS
MCK,2014-05-12,post,long,IS
MCK,2015-02-05,post,long,IS
MCK,2016-10-27,post,short,IS
MCK,2017-05-18,post,long,OOS
MCK,2017-07-27,pre,short,OOS
MCK,2017-10-26,pre,long,OOS
MCK,2019-07-31,post,long,OOS
MCO,2012-10-26,pre,long,IS
MCO,2013-07-24,pre,long,IS
MCO,2014-02-07,pre,long,IS
MCO,2014-07-25,pre,long,IS
MCO,2015-02-06,pre,long,IS
MCO,2015-05-01,pre,long,IS
MCO,2016-04-29,pre,short,IS
MCO,2017-07-21,pre,long,OOS
MCO,2018-10-26,pre,short,OOS
MCO,2019-07-31,pre,long,OOS
MCY,2013-04-29,pre,long,IS
MCY,2015-02-09,pre,short,IS
MCY,2015-04-27,pre,short,IS
MCY,2018-02-05,pre,short,OOS
MCY,2018-04-30,pre,short,OOS
MCY,2018-10-29,pre,long,OOS
MCY,2019-04-29,pre,long,OOS
MD,2014-10-30,pre,long,IS
MD,2016-07-28,pre,short,IS
MD,2016-10-27,pre,short,IS
MD,2017-02-07,pre,short,OOS
MD,2017-04-20,pre,short,OOS
MD,2017-07-28,pre,short,OOS
MD,2018-11-01,pre,short,OOS
MDB,2018-03-13,post,long,OOS
MDB,2019-03-13,post,long,OOS
MDC,2012-11-01,pre,long,IS
MDC,2014-10-30,pre,short,IS
MDC,2016-08-03,pre,long,IS
MDC,2017-05-09,pre,long,OOS
MDC,2018-02-01,pre,short,OOS
MDC,2018-05-03,pre,long,OOS
MDC,2018-08-01,pre,long,OOS
MDCO,2013-07-24,pre,long,IS
MDCO,2016-07-27,pre,long,IS
MDCO,2017-02-28,pre,short,OOS
MDLZ,2013-02-13,post,short,IS
MDLZ,2013-08-07,post,long,IS
MDLZ,2014-05-07,pre,long,IS
MDLZ,2014-11-05,pre,long,IS
MDLZ,2015-04-29,pre,long,IS
MDLZ,2015-07-30,pre,long,IS
MDLZ,2016-02-03,pre,short,IS
MDLZ,2016-04-27,pre,long,IS
MDLZ,2016-10-26,pre,long,IS
MDLZ,2017-05-02,post,long,OOS
MDLZ,2017-10-30,post,long,OOS
MDLZ,2018-07-25,post,long,OOS
MDLZ,2018-10-29,post,long,OOS
MDLZ,2019-04-30,post,long,OOS
MDP,2016-10-27,pre,long,IS
MDP,2017-01-25,pre,long,OOS
MDP,2019-09-05,pre,short,OOS
MDR,2013-05-08,post,short,IS
MDR,2013-11-04,post,short,IS
MDR,2014-03-03,post,short,IS
MDR,2014-05-07,post,short,IS
MDR,2015-11-09,post,long,IS
MDR,2017-04-25,pre,long,OOS
MDR,2017-07-25,pre,short,OOS
MDR,2017-11-01,pre,long,OOS
MDR,2018-10-30,post,short,OOS
MDR,2019-07-29,post,short,OOS
MDRX,2013-05-09,post,short,IS
MDRX,2013-08-08,post,short,IS
MDRX,2014-02-20,post,long,IS
MDRX,2014-11-06,post,short,IS
MDRX,2015-02-26,post,short,IS
MDRX,2015-05-07,post,short,IS
MDRX,2015-08-04,post,long,IS
MDRX,2015-11-05,post,long,IS
MDRX,2016-11-03,post,short,IS
MDRX,2018-11-01,post,short,OOS
MDRX,2019-02-21,post,short,OOS
MDRX,2019-05-02,post,long,OOS
MDSO,2013-07-25,pre,long,IS
MDSO,2014-04-22,pre,short,IS
MDSO,2015-04-23,pre,long,IS
MDSO,2016-04-21,pre,long,IS
MDSO,2016-10-25,pre,long,IS
MDSO,2017-02-09,pre,long,OOS
MDSO,2017-04-26,pre,long,OOS
MDSO,2018-04-19,pre,long,OOS
MDSO,2018-10-18,pre,long,OOS
MDT,2013-05-21,pre,long,IS
MDT,2017-02-21,pre,long,OOS
MDT,2017-11-21,pre,long,OOS
MDT,2018-08-21,pre,long,OOS
MDT,2018-11-20,pre,long,OOS
MDT,2019-05-23,pre,long,OOS
MDT,2019-08-20,pre,long,OOS
MDU,2014-11-03,post,short,IS
MDU,2017-08-01,post,short,OOS
MDU,2017-11-01,post,short,OOS
MDU,2018-07-31,post,short,OOS
MDU,2019-07-30,post,long,OOS
MDU,2020-02-04,post,long,OOS
MED,2018-05-03,post,long,OOS
MED,2018-08-02,post,long,OOS
MED,2018-11-06,post,short,OOS
MED,2019-02-26,post,long,OOS
MEDP,2019-07-29,post,long,OOS
MEDP,2019-10-28,post,short,OOS
MEDP,2020-02-24,post,long,OOS
MEET,2016-08-01,pre,long,IS
MEI,2014-03-13,pre,short,IS
MEI,2015-06-25,pre,short,IS
MEI,2015-09-03,pre,long,IS
MELI,2013-08-01,post,long,IS
MELI,2013-11-05,post,short,IS
MELI,2014-02-27,post,long,IS
MELI,2014-05-08,post,long,IS
MELI,2014-08-07,post,long,IS
MELI,2014-10-30,post,long,IS
MELI,2015-08-05,post,short,IS
MELI,2015-11-04,post,long,IS
MELI,2016-05-05,post,long,IS
MELI,2016-08-04,post,long,IS
MELI,2016-11-03,post,long,IS
MELI,2017-05-04,post,long,OOS
MELI,2017-08-03,post,short,OOS
MELI,2018-05-09,post,short,OOS
MELI,2019-02-26,post,long,OOS
MEOH,2014-01-29,post,long,IS
MEOH,2014-04-29,post,short,IS
MEOH,2017-01-25,post,long,OOS
MEOH,2019-01-30,post,short,OOS
MET,2013-10-30,post,short,IS
MET,2014-04-30,post,short,IS
MET,2015-11-04,post,short,IS
MET,2016-05-04,post,short,IS
MET,2016-08-03,post,short,IS
MET,2017-11-01,post,long,OOS
MET,2018-11-01,post,long,OOS
MET,2019-05-01,post,long,OOS
MFA,2015-02-12,pre,long,IS
MFA,2018-08-02,pre,short,OOS
MFC,2015-11-12,pre,short,IS
MFC,2016-05-05,pre,long,IS
MFC,2016-08-04,pre,short,IS
MFC,2016-11-10,pre,long,IS
MFC,2017-11-08,post,long,OOS
MFC,2018-05-02,post,long,OOS
MFC,2018-11-07,post,long,OOS
MGA,2013-05-10,pre,long,IS
MGA,2013-08-09,pre,long,IS
MGA,2013-11-06,pre,long,IS
MGA,2014-08-08,pre,long,IS
MGA,2014-11-05,pre,long,IS
MGA,2015-02-25,pre,long,IS
MGA,2016-02-26,pre,long,IS
MGA,2016-05-05,pre,long,IS
MGA,2016-08-05,pre,long,IS
MGA,2017-02-24,pre,short,OOS
MGA,2017-05-11,pre,long,OOS
MGA,2018-05-10,pre,long,OOS
MGA,2018-08-08,pre,short,OOS
MGA,2019-05-09,pre,short,OOS
MGLN,2014-03-03,pre,short,IS
MGLN,2014-10-24,pre,long,IS
MGLN,2016-05-05,pre,long,IS
MGLN,2018-02-27,pre,long,OOS
MGLN,2018-04-26,pre,short,OOS
MGLN,2018-07-27,pre,short,OOS
MGM,2013-05-02,pre,long,IS
MGM,2013-08-06,pre,long,IS
MGM,2015-10-29,pre,long,IS
MGM,2016-08-04,pre,long,IS
MGM,2016-11-07,pre,long,IS
MGM,2017-02-16,pre,short,OOS
MGM,2018-02-20,pre,short,OOS
MGM,2019-04-29,post,short,OOS
MGP,2019-04-30,pre,short,OOS
MGPI,2018-03-01,pre,long,OOS
MGPI,2018-08-02,pre,short,OOS
MHK,2013-05-02,post,long,IS
MHK,2013-08-01,post,long,IS
MHK,2013-10-31,post,long,IS
MHK,2014-05-01,post,long,IS
MHK,2014-07-31,post,long,IS
MHK,2015-02-19,post,long,IS
MHK,2015-05-07,post,long,IS
MHK,2015-08-06,post,long,IS
MHK,2016-08-04,post,long,IS
MHK,2016-11-03,post,long,IS
MHK,2017-07-27,post,long,OOS
MHK,2018-07-25,post,short,OOS
MHK,2018-10-25,post,short,OOS
MHK,2019-02-07,post,long,OOS
MHO,2021-04-28,pre,long,OOS
MIC,2013-02-20,post,short,IS
MIC,2015-02-18,post,long,IS
MIC,2016-10-31,post,long,IS
MIC,2018-02-21,post,short,OOS
MIC,2018-05-02,post,long,OOS
MIC,2019-02-20,post,short,OOS
MIC,2019-05-01,post,long,OOS
MIDD,2013-05-08,post,long,IS
MIDD,2013-08-08,post,long,IS
MIDD,2013-11-05,post,long,IS
MIDD,2014-02-25,post,long,IS
MIDD,2014-08-06,post,long,IS
MIDD,2015-03-03,post,short,IS
MIDD,2015-05-13,post,long,IS
MIDD,2016-05-11,post,long,IS
MIDD,2016-08-10,post,long,IS
MIDD,2017-02-28,post,long,OOS
MIDD,2017-11-07,post,short,OOS
MIDD,2018-08-08,pre,long,OOS
MIDD,2018-11-07,pre,short,OOS
MIDD,2019-02-27,pre,long,OOS
MIK,2015-06-04,pre,short,IS
MIK,2016-03-17,pre,long,IS
MIK,2016-12-06,pre,short,IS
MIK,2017-03-07,pre,long,OOS
MIK,2017-06-06,pre,short,OOS
MIK,2017-08-24,pre,long,OOS
MIK,2017-11-30,pre,long,OOS
MIK,2018-03-22,pre,short,OOS
MIK,2019-03-19,pre,long,OOS
MIME,2019-02-11,post,long,OOS
MKC,2013-01-24,pre,short,IS
MKC,2014-03-25,pre,long,IS
MKC,2014-10-02,pre,long,IS
MKC,2015-03-24,pre,long,IS
MKC,2016-03-29,pre,long,IS
MKC,2016-09-30,pre,long,IS
MKC,2017-09-28,pre,long,OOS
MKC,2018-01-25,pre,long,OOS
MKC,2018-03-27,pre,long,OOS
MKC,2018-06-28,pre,long,OOS
MKC,2019-01-24,pre,short,OOS
MKL,2018-04-24,post,long,OOS
MKSI,2016-07-27,post,long,IS
MKSI,2017-04-26,post,long,OOS
MKSI,2017-10-24,post,long,OOS
MKSI,2019-07-30,post,short,OOS
MKTX,2015-01-28,pre,long,IS
MKTX,2017-01-25,pre,long,OOS
MKTX,2017-10-25,pre,short,OOS
MKTX,2018-10-24,pre,long,OOS
MKTX,2019-07-24,pre,short,OOS
MKTX,2021-04-22,pre,short,OOS
MLCO,2017-05-04,pre,long,OOS
MLCO,2018-11-08,pre,short,OOS
MLCO,2019-02-19,pre,long,OOS
MLHR,2015-09-16,post,long,IS
MLHR,2016-09-21,post,short,IS
MLHR,2016-12-21,post,short,IS
MLHR,2017-03-22,post,long,OOS
MLHR,2017-07-05,post,long,OOS
MLHR,2017-09-20,post,short,OOS
MLHR,2018-07-02,post,long,OOS
MLHR,2018-09-19,post,long,OOS
MLHR,2018-12-19,post,long,OOS
MLHR,2019-03-20,post,long,OOS
MLHR,2019-06-26,post,long,OOS
MLHR,2019-09-18,post,long,OOS
MLM,2013-07-30,pre,short,IS
MLM,2013-11-07,pre,long,IS
MLM,2014-07-29,pre,long,IS
MLM,2014-10-28,pre,short,IS
MLM,2015-02-10,pre,long,IS
MLM,2016-05-05,pre,long,IS
MLM,2017-05-02,pre,long,OOS
MLM,2017-08-01,pre,short,OOS
MLM,2017-11-02,pre,short,OOS
MLM,2018-02-13,pre,long,OOS
MLNX,2013-01-23,post,short,IS
MLNX,2014-04-24,post,short,IS
MLNX,2014-07-24,post,long,IS
MLNX,2015-01-28,post,long,IS
MLNX,2015-04-21,pre,long,IS
MLNX,2015-10-21,post,long,IS
MLNX,2016-01-27,post,long,IS
MLNX,2017-02-01,post,short,OOS
MLNX,2017-04-26,post,short,OOS
MLNX,2018-01-18,post,long,OOS
MLNX,2018-10-24,post,long,OOS
MLNX,2019-01-30,post,long,OOS
MLNX,2020-01-29,post,long,OOS
MMC,2014-07-29,pre,long,IS
MMC,2018-10-25,pre,long,OOS
MMC,2019-01-31,pre,long,OOS
MMM,2013-04-25,pre,short,IS
MMM,2014-10-23,pre,long,IS
MMM,2015-04-23,pre,short,IS
MMM,2016-01-26,pre,long,IS
MMM,2017-07-25,pre,short,OOS
MMM,2017-10-24,pre,long,OOS
MMM,2018-10-23,pre,short,OOS
MMM,2019-04-25,pre,short,OOS
MMM,2019-07-25,pre,long,OOS
MMP,2013-02-05,pre,long,IS
MMP,2015-11-03,pre,long,IS
MMS,2013-02-07,pre,long,IS
MMS,2014-02-06,pre,long,IS
MMS,2016-08-04,pre,long,IS
MMS,2016-11-10,pre,long,IS
MMS,2017-05-04,pre,long,OOS
MMS,2018-02-08,pre,long,OOS
MMS,2018-05-10,pre,short,OOS
MMS,2019-08-08,pre,long,OOS
MMSI,2017-04-27,post,long,OOS
MMSI,2017-07-26,post,long,OOS
MMSI,2018-04-25,post,long,OOS
MMSI,2018-07-23,post,long,OOS
MMSI,2019-02-26,post,long,OOS
MMSI,2019-07-25,post,short,OOS
MNK,2014-08-07,pre,long,IS
MNK,2015-05-05,pre,long,IS
MNK,2016-05-03,pre,long,IS
MNK,2016-08-02,pre,long,IS
MNK,2017-05-08,pre,long,OOS
MNK,2018-02-27,pre,long,OOS
MNK,2018-05-08,pre,long,OOS
MNK,2018-08-07,pre,long,OOS
MNK,2018-11-06,pre,long,OOS
MNK,2019-02-26,pre,long,OOS
MNRO,2014-07-24,pre,short,IS
MNRO,2016-05-19,pre,short,IS
MNRO,2016-07-28,pre,long,IS
MNRO,2018-07-26,pre,short,OOS
MNRO,2018-10-25,pre,long,OOS
MNST,2012-11-07,post,short,IS
MNST,2013-05-08,post,short,IS
MNST,2013-11-07,post,short,IS
MNST,2014-08-07,post,long,IS
MNST,2015-02-26,post,long,IS
MNST,2015-05-07,post,short,IS
MNST,2015-11-05,post,long,IS
MNST,2016-02-25,post,short,IS
MNST,2016-04-29,pre,long,IS
MNST,2017-03-01,post,long,OOS
MNST,2017-05-04,post,long,OOS
MNST,2017-08-08,post,short,OOS
MNST,2018-02-28,post,short,OOS
MNST,2019-02-27,post,long,OOS
MNST,2021-05-06,post,short,OOS
MNTA,2018-08-09,pre,short,OOS
MO,2017-05-02,pre,short,OOS
MO,2017-07-27,pre,short,OOS
MO,2019-01-31,pre,long,OOS
MO,2019-04-25,pre,short,OOS
MOH,2014-10-30,post,short,IS
MOH,2015-05-07,post,long,IS
MOH,2015-07-30,post,long,IS
MOH,2016-04-28,post,short,IS
MOH,2016-07-27,post,long,IS
MOH,2017-02-15,post,short,OOS
MOH,2017-08-02,post,short,OOS
MOH,2017-11-02,post,long,OOS
MOH,2018-04-30,pre,long,OOS
MOH,2018-07-31,post,long,OOS
MOH,2018-10-31,post,long,OOS
MOH,2019-07-30,post,long,OOS
MOMO,2016-08-16,pre,long,IS
MOMO,2016-11-08,pre,long,IS
MOMO,2017-03-07,pre,long,OOS
MOMO,2017-05-23,pre,long,OOS
MOMO,2018-03-07,pre,long,OOS
MOMO,2018-05-29,pre,long,OOS
MOMO,2019-03-12,pre,long,OOS
MOMO,2019-05-28,pre,long,OOS
MOS,2014-05-06,pre,short,IS
MOS,2017-05-02,pre,short,OOS
MOS,2017-10-31,pre,long,OOS
MOS,2018-11-05,post,long,OOS
MOS,2020-08-03,post,long,OOS
MPC,2014-05-01,pre,short,IS
MPC,2014-07-31,pre,long,IS
MPC,2015-07-30,pre,short,IS
MPC,2017-02-01,pre,long,OOS
MPC,2017-07-27,pre,short,OOS
MPC,2017-10-26,pre,long,OOS
MPC,2018-04-30,pre,short,OOS
MPC,2019-08-01,pre,long,OOS
MPC,2020-01-29,pre,long,OOS
MPLX,2016-10-27,pre,long,IS
MPWR,2014-10-27,post,long,IS
MPWR,2015-02-04,post,long,IS
MPWR,2015-10-26,post,long,IS
MPWR,2016-02-04,post,long,IS
MPWR,2016-05-02,post,long,IS
MPWR,2017-10-26,post,long,OOS
MRC,2014-02-20,post,short,IS
MRC,2014-11-06,post,long,IS
MRC,2015-02-19,post,short,IS
MRC,2015-04-30,post,long,IS
MRC,2015-08-03,post,long,IS
MRC,2015-11-05,post,long,IS
MRC,2016-08-02,post,short,IS
MRC,2018-02-15,post,short,OOS
MRC,2018-08-01,post,short,OOS
MRC,2019-05-02,post,long,OOS
MRC,2020-02-13,post,short,OOS
MRCY,2017-10-24,post,long,OOS
MRCY,2018-01-23,post,short,OOS
MRCY,2018-04-24,post,short,OOS
MRCY,2018-07-31,post,long,OOS
MRCY,2019-01-29,post,long,OOS
MRCY,2019-04-30,post,long,OOS
MRCY,2019-07-30,post,long,OOS
MRK,2014-07-29,pre,long,IS
MRK,2015-04-28,pre,long,IS
MRK,2019-02-01,pre,long,OOS
MRK,2021-04-29,pre,short,OOS
MRNA,2020-02-26,pre,long,OOS
MRO,2013-02-06,pre,short,IS
MRO,2013-08-06,post,short,IS
MRO,2016-11-02,post,long,IS
MRVL,2013-02-21,post,long,IS
MRVL,2013-05-23,post,long,IS
MRVL,2013-11-21,post,long,IS
MRVL,2016-11-17,post,long,IS
MRVL,2017-03-02,post,long,OOS
MRVL,2017-05-25,post,long,OOS
MRVL,2017-08-24,post,long,OOS
MRVL,2019-03-07,post,short,OOS
MRVL,2021-03-03,post,short,OOS
MS,2013-01-18,pre,long,IS
MS,2013-07-18,pre,long,IS
MS,2013-10-18,pre,long,IS
MS,2014-01-17,pre,long,IS
MS,2014-04-17,pre,long,IS
